1423,595,5,1383523200
176,359,4,1337990400
789,362,2,1361059200
1153,695,1,1363824000
441,259,4,1390435200
973,176,4,1268697600
462,510,5,1297468800
182,636,5,1356480000
508,243,5,1358553600
1311,673,5,1371859200
37,573,5,1402876800
504,277,5,1362355200
178,547,4,1386633600
370,499,5,1392681600
179,289,5,1354752000
162,476,5,1353456000
880,504,4,1382572800
45,616,5,1377302400
705,282,1,1397692800
1362,384,3,1356652800
416,198,5,1389744000
63,492,5,1387929600
781,381,4,1351036800
416,529,3,1359158400
440,714,5,1286668800
1421,484,4,1380153600
425,579,5,1361059200
235,143,5,1399680000
1009,503,4,1325376000
1130,216,5,1381708800
1254,618,5,1391040000
1410,303,4,1356048000
952,352,5,1345507200
1039,252,3,1322265600
656,155,5,1340755200
586,233,5,1278979200
1000,703,3,1383264000
214,109,5,1388620800
25,194,5,1374105600
224,510,5,1360713600
941,134,5,1387584000
92,568,4,1389571200
927,369,4,1374451200
525,338,5,1353715200
1100,265,5,1357257600
1260,344,5,1398556800
692,740,1,1384560000
459,398,5,1358380800
1400,352,5,1389484800
1088,301,2,1352764800
803,520,1,1391731200
386,84,5,1394841600
920,568,5,1364428800
542,408,4,1396224000
46,99,5,1347321600
1393,668,4,1353888000
1361,714,3,1354665600
1221,692,5,1354492800
189,244,5,1391299200
164,346,5,1388793600
1462,682,5,1297123200
678,536,1,1399939200
508,317,3,1389052800
923,218,5,1360540800
79,108,5,1386633600
421,654,4,1370995200
1109,397,5,1373587200
1492,561,5,1399075200
983,6,5,1396915200
186,555,5,1360886400
1288,624,5,1369094400
1148,428,1,1396569600
480,448,5,1311379200
974,40,5,1352937600
810,431,5,1402272000
70,474,5,1360195200
984,562,5,1381017600
836,275,1,1400889600
1374,95,5,1361404800
814,60,4,1298332800
1347,331,1,1385078400
495,34,5,1390608000
82,149,4,1358294400
1363,494,5,1399334400
504,133,4,1399334400
959,145,5,1355529600
637,355,5,1361404800
1105,484,5,1381708800
433,53,1,1388361600
1181,496,4,1361145600
421,268,3,1388966400
1462,430,5,1401926400
1047,698,5,1397779200
950,633,5,1379030400
1241,67,5,1358035200
317,406,1,1386288000
1145,612,1,1378166400
707,406,1,1402531200
699,152,4,1369958400
782,560,5,1356220800
759,101,5,1364947200
431,162,5,1356480000
1333,378,4,1384041600
821,165,5,1349568000
403,712,4,1370563200
148,236,4,1357084800
1147,346,5,1395100800
237,646,4,1369267200
245,23,4,1400544000
1052,251,5,1374278400
134,568,5,1354320000
790,56,5,1388620800
265,154,1,1389398400
237,160,2,1370044800
305,439,5,1381536000
361,332,4,1389830400
996,713,5,1362441600
16,510,4,1356393600
1334,209,5,1364169600
278,510,5,1358380800
767,411,4,1381363200
666,345,5,1391040000
12,444,5,1324425600
898,17,5,1309392000
882,255,5,1395187200
753,128,3,1387238400
937,675,5,1355184000
736,615,5,1358985600
880,49,4,1358985600
339,527,3,1386547200
361,313,5,1359504000
1168,268,5,1381276800
1394,96,5,1354665600
904,3,5,1354665600
629,520,5,1357516800
913,132,4,1357084800
376,220,5,1374969600
1339,167,5,1362009600
605,587,5,1321056000
1311,710,5,1360627200
823,100,2,1371427200
147,712,4,1381363200
501,357,3,1357171200
874,284,5,1383350400
1250,120,2,1393891200
421,440,4,1352419200
726,513,5,1400630400
814,142,5,1391817600
354,324,5,1383436800
1331,314,5,1348012800
899,168,5,1361664000
1044,132,5,1356652800
1463,371,4,1389052800
1030,291,5,1372636800
1253,304,5,1375056000
737,623,5,1369526400
391,573,4,1386892800
1190,211,4,1394150400
1464,392,4,1382227200
1049,239,5,1359417600
1211,126,4,1360627200
661,679,5,1358812800
153,223,3,1395273600
338,403,5,1367020800
600,180,5,1296604800
1482,550,4,1356825600
110,586,1,1383523200
542,593,5,1357516800
1349,3,1,1399852800
1018,540,5,1387238400
629,428,3,1379635200
1361,247,5,1387843200
1096,88,5,1360540800
856,15,4,1394409600
83,363,5,1377993600
999,406,5,1378425600
731,711,5,1381190400
993,46,5,1356652800
53,740,1,1388448000
1347,16,5,1363478400
687,736,1,1355961600
689,236,5,1361577600
760,139,5,1398729600
1435,491,2,1304208000
45,474,5,1357344000
1126,253,4,1392163200
1185,543,1,1395360000
891,210,4,1382659200
379,452,5,1389744000
1129,102,4,1384041600
1001,26,5,1359504000
151,113,5,1260662400
1288,473,5,1353801600
372,162,5,1383004800
1478,192,5,1357344000
372,126,5,1389225600
782,448,5,1353110400
1443,618,5,1350518400
143,679,2,1395100800
1041,84,5,1295308800
1384,694,3,1368057600
436,323,5,1387756800
539,686,5,1362182400
447,472,5,1369872000
1458,736,5,1396310400
1259,726,5,1390953600
207,106,5,1351728000
376,422,5,1293408000
1454,249,5,1351036800
1410,384,5,1373587200
266,11,1,1323993600
982,453,5,1358121600
42,683,5,1357948800
85,57,5,1326067200
908,249,5,1392163200
296,678,2,1355875200
587,631,5,1362614400
521,25,5,1323561600
611,389,5,1391212800
351,122,5,1358553600
644,591,5,1353715200
1316,91,2,1388966400
990,725,5,1384300800
282,174,2,1365379200
1483,328,4,1375488000
760,639,5,1357257600
980,539,5,1389484800
478,58,1,1386288000
1378,90,5,1376870400
1385,120,5,1352764800
1267,372,5,1386633600
558,34,1,1396483200
49,287,4,1365552000
756,407,5,1358035200
725,421,5,1367366400
107,668,5,1374192000
1299,675,1,1389571200
518,141,5,1368835200
9,741,5,1393459200
1294,89,4,1255132800
1285,163,5,1225411200
493,87,5,1393545600
931,153,4,1375228800
67,165,5,1389398400
794,468,5,1362268800
495,422,5,1214870400
659,28,4,1370908800
61,565,5,1383782400
1019,459,5,1370908800
1309,110,4,1321228800
1310,196,5,1375747200
1102,365,4,1391212800
477,69,5,1390089600
1160,77,5,1392768000
456,620,5,1348444800
1232,742,3,1387411200
942,533,5,1383955200
997,97,5,1323475200
398,666,5,1357689600
193,580,5,1354924800
1369,310,5,1361491200
1146,526,5,1349913600
713,151,5,1216771200
675,185,5,1389398400
408,441,5,1371772800
757,632,5,1400803200
1482,100,5,1377129600
1266,164,5,1388534400
1500,538,5,1391299200
617,463,4,1356566400
756,177,4,1335225600
323,425,4,1387497600
1416,64,4,1360713600
1412,281,5,1392595200
1073,643,5,1402790400
372,191,3,1357603200
359,529,5,1373328000
152,164,1,1296432000
1145,36,4,1388448000
1228,170,5,1390608000
183,349,3,1383696000
887,414,3,1399852800
935,503,5,1383091200
452,389,5,1362528000
915,82,5,1369180800
1084,484,5,1361491200
1363,168,3,1393286400
800,101,3,1389052800
850,229,4,1364601600
503,100,5,1362873600
929,666,5,1376784000
702,154,5,1385251200
430,362,5,1388793600
968,110,5,1218153600
1078,109,4,1399507200
2,127,5,1285891200
832,364,4,1169424000
318,92,5,1325203200
856,722,4,1388102400
1436,340,5,1392768000
514,53,5,1359072000
1175,41,5,1361577600
845,573,5,1342483200
1128,582,5,1383696000
137,194,5,1373846400
425,549,1,1387929600
809,349,3,1358726400
609,28,5,1386288000
733,62,4,1389225600
890,515,4,1384992000
432,738,5,1376265600
1352,497,5,1384300800
184,20,5,1291939200
99,521,5,1355616000
1161,502,2,1384300800
361,365,1,1363392000
785,117,5,1398643200
645,605,2,1371081600
941,377,5,1385510400
93,692,1,1365206400
203,486,4,1401840000
1445,641,5,1375660800
706,176,4,1353888000
1037,710,5,1344988800
1491,312,4,1359676800
292,141,3,1322179200
971,443,4,1355788800
1489,139,5,1324425600
1237,633,5,1404086400
535,397,3,1329177600
265,415,5,1370217600
656,311,1,1367971200
1282,340,4,1359936000
932,469,1,1365206400
1036,676,5,1396396800
899,206,5,1355961600
1216,267,5,1355875200
631,337,5,1363737600
623,711,5,1321142400
277,150,5,1200787200
645,564,5,1355097600
1399,132,1,1361318400
297,648,4,1271376000
688,467,4,1307491200
973,284,3,1355529600
224,185,4,1356307200
437,640,5,1335139200
1393,639,5,1364947200
999,433,2,1356912000
494,476,5,1404604800
617,682,5,1362268800
481,183,4,1293580800
265,408,3,1393632000
1458,386,5,1386892800
1055,396,4,1268006400
934,190,5,1206576000
151,522,5,1405555200
535,357,5,1365465600
25,2,5,1387843200
1294,327,5,1387843200
200,700,5,1397606400
1173,663,5,1397606400
665,66,5,1397606400
639,98,5,1405728000
1195,285,5,1397606400
589,274,5,1397606400
1136,293,5,1397606400
702,393,5,1405728000
708,225,5,1369699200
1445,484,2,1358294400
410,695,5,1371254400
821,325,3,1371081600
568,393,4,1368403200
1206,577,2,1326672000
693,177,5,1395705600
1287,250,5,1374624000
844,13,5,1363737600
870,726,3,1391040000
81,502,5,1396310400
743,511,5,1372809600
187,2,4,1377561600
1150,551,4,1386633600
82,667,5,1360540800
154,558,5,1357430400
541,435,5,1400544000
711,646,4,1372204800
1316,304,5,1384732800
926,399,4,1337644800
1181,506,5,1397088000
1331,179,5,1353456000
157,231,1,1343606400
895,400,1,1379030400
540,219,1,1348790400
960,596,1,1372464000
41,576,4,1359158400
1143,72,5,1354665600
1116,109,5,1353888000
442,501,2,1365465600
739,261,5,1384646400
756,707,2,1378339200
19,190,5,1357344000
847,735,5,1220832000
866,220,5,1366675200
1221,261,5,1229817600
350,181,5,1333324800
1439,441,1,1364169600
1468,20,1,1319414400
948,200,1,1298160000
648,262,5,1341446400
714,275,3,1335657600
1493,478,3,1302048000
320,120,4,1300147200
722,30,1,1307836800
966,723,2,1365120000
316,442,1,1373846400
1011,398,4,1304812800
87,196,3,1367107200
1320,464,1,1295481600
863,203,5,1343692800
914,127,5,1383264000
384,332,1,1358899200
698,606,5,1353628800
1095,286,5,1388361600
1352,606,2,1297987200
1119,281,4,1356480000
761,692,2,1389225600
218,702,4,1365120000
467,325,5,1326240000
543,687,1,1391472000
1136,510,5,1296950400
1408,363,2,1321574400
533,721,2,1374537600
314,512,1,1325203200
1456,328,4,1397433600
862,403,5,1378425600
76,37,5,1398643200
339,461,5,1322870400
144,390,5,1396915200
805,481,1,1353801600
941,699,5,1350000000
1297,474,4,1308182400
1499,711,4,1326067200
519,186,5,1387324800
1449,82,1,1291420800
380,717,4,1365552000
1437,393,5,1365465600
1190,34,1,1303430400
279,377,5,1282780800
844,459,4,1316044800
667,237,4,1337817600
1307,174,1,1296345600
601,209,4,1322956800
1150,88,4,1285027200
1374,8,4,1313884800
616,106,5,1295481600
1338,430,5,1308182400
749,194,3,1346889600
396,674,5,1284422400
101,670,3,1391385600
659,331,1,1348185600
435,317,1,1305590400
37,588,1,1387756800
354,485,4,1294704000
1032,13,1,1333324800
472,396,1,1353456000
379,586,5,1283299200
1414,717,1,1350518400
532,406,5,1284768000
1418,428,4,1290816000
326,24,4,1285113600
1075,746,3,1398643200
1241,125,5,1371772800
105,225,5,1287446400
1470,593,1,1350777600
1229,99,5,1298505600
1478,587,4,1384300800
1461,674,5,1358208000
1470,8,2,1388188800
721,260,5,1332201600
143,228,4,1282694400
323,440,5,1286668800
753,157,5,1284422400
105,714,5,1283558400
1493,386,4,1392336000
346,252,3,1283126400
108,260,5,1313625600
608,666,5,1370131200
728,146,1,1356048000
1190,705,4,1293840000
965,555,4,1305676800
117,204,5,1282521600
612,235,4,1284940800
1157,72,3,1326153600
714,281,4,1289606400
111,250,3,1365465600
1494,295,4,1305763200
718,228,5,1389571200
999,269,5,1370736000
1468,217,5,1360540800
573,748,5,1285200000
1307,322,5,1327622400
471,400,5,1284163200
3,675,5,1360022400
1357,484,4,1378166400
703,421,5,1300320000
326,478,4,1300147200
1428,191,5,1290038400
980,31,3,1387670400
1157,672,5,1328918400
1251,701,1,1373500800
875,640,3,1336521600
350,710,2,1356652800
403,689,4,1385251200
280,22,1,1399507200
1355,93,5,1333670400
981,245,2,1360195200
317,136,5,1399248000
612,137,5,1398643200
641,486,5,1370649600
291,277,5,1380758400
961,375,5,1359590400
204,470,5,1382659200
281,206,4,1327363200
1327,50,4,1396828800
629,482,2,1385856000
967,197,5,1290038400
59,145,4,1309824000
1039,165,5,1342483200
423,653,4,1325116800
510,592,5,1355788800
165,472,4,1326326400
973,507,5,1366156800
647,663,1,1347321600
1147,69,5,1301616000
307,584,2,1390089600
524,75,1,1327104000
692,55,5,1395100800
1201,398,5,1333152000
567,639,2,1395878400
495,410,1,1371168000
416,334,5,1306540800
196,611,5,1389830400
1054,124,5,1400803200
1001,710,5,1376611200
323,177,4,1374019200
622,347,5,1313366400
255,220,5,1295136000
555,193,5,1297036800
1143,466,4,1396656000
302,555,1,1357603200
1301,556,4,1351900800
418,602,5,1306627200
791,337,5,1312156800
420,369,5,1345680000
1300,187,5,1354492800
1499,262,5,1356652800
32,383,5,1312848000
1273,604,5,1403740800
1351,648,5,1404777600
196,442,4,1294185600
913,419,5,1316476800
870,37,5,1336953600
1143,198,3,1335744000
715,378,5,1392854400
1255,468,5,1364947200
1462,651,5,1378339200
94,693,5,1299110400
268,41,5,1388793600
168,257,5,1313107200
1127,158,5,1385164800
734,656,5,1320796800
1449,138,3,1380153600
1411,245,1,1292371200
845,705,3,1401667200
945,661,5,1309219200
319,732,2,1358121600
520,113,4,1381795200
1470,334,5,1386720000
397,711,4,1397433600
822,602,5,1307404800
662,423,4,1300320000
632,321,5,1305936000
183,422,5,1316476800
756,719,5,1323907200
555,407,5,1371081600
323,6,4,1340150400
1437,389,5,1368403200
622,598,1,1398038400
396,652,4,1302393600
414,184,5,1308096000
462,393,1,1327795200
953,517,5,1299888000
193,249,4,1313884800
554,721,1,1398470400
953,118,5,1329696000
1029,378,5,1365120000
738,427,5,1298505600
1147,555,5,1298505600
128,578,5,1336176000
953,550,5,1298678400
1455,527,5,1299024000
253,40,4,1299196800
692,283,1,1394323200
1348,216,1,1329177600
61,82,5,1318464000
373,533,5,1299024000
625,457,5,1395532800
1125,416,3,1386547200
1240,44,4,1299715200
367,568,5,1336262400
219,264,4,1391644800
585,369,4,1304035200
941,352,3,1313539200
440,107,5,1299024000
413,365,3,1374883200
1394,54,4,1337126400
590,492,5,1355875200
636,676,4,1303171200
451,442,4,1298419200
19,124,5,1300233600
194,421,5,1299715200
562,667,5,1299110400
586,128,5,1365120000
1176,91,4,1354060800
838,165,5,1377648000
1123,300,4,1370476800
734,268,5,1329955200
105,393,2,1359849600
451,551,5,1356825600
624,45,5,1389312000
1105,330,3,1308700800
187,424,1,1294012800
380,631,1,1311465600
846,154,3,1299196800
1462,586,5,1373155200
208,708,4,1367712000
621,559,1,1400544000
12,27,4,1343779200
1487,49,3,1325980800
1109,117,3,1400457600
521,613,5,1364256000
530,543,2,1323907200
266,674,1,1336521600
452,175,5,1309305600
868,573,4,1314576000
334,709,2,1373241600
232,466,4,1336003200
215,725,4,1324944000
221,590,3,1340323200
1493,14,3,1295740800
644,606,5,1351900800
159,540,1,1291248000
1457,594,2,1301270400
426,547,5,1362355200
877,43,4,1383436800
1301,574,3,1329955200
785,106,3,1314057600
1080,613,4,1339372800
1288,210,1,1291507200
1197,408,3,1336867200
374,440,5,1375660800
99,491,1,1390780800
91,99,5,1389571200
710,113,3,1360108800
701,252,5,1398038400
189,145,1,1353283200
1390,625,5,1328054400
598,143,1,1306540800
951,651,5,1393200000
492,220,5,1378598400
1222,345,2,1394150400
989,608,1,1336262400
377,682,5,1385683200
36,122,3,1309910400
1356,177,5,1356048000
1338,578,3,1378944000
